member_name,member_start_date,member_end_date,political_party,administrative_region,gender,name
λαμπροπουλος δημητριου ιωαννης,2019-07-07,2023-04-22,νεα δημοκρατια,μεσσηνιας,male,ioannis_lampropoulos
λαμπροπουλος δημητριου ιωαννης,2023-06-25,2023-11-13,νεα δημοκρατια,μεσσηνιας,male,ioannis_lampropoulos
λαμπρουλης αριστειδη γεωργιος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,λαρισας,male,georgios_lamproulis
λαμπρουλης αριστειδη γεωργιος,2012-06-17,2014-12-31,κομμουνιστικο κομμα ελλαδας,λαρισας,male,georgios_lamproulis
λαμπρουλης αριστειδη γεωργιος,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,λαρισας,male,georgios_lamproulis
λαμπρουλης αριστειδη γεωργιος,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,λαρισας,male,georgios_lamproulis
λαμπρουλης αριστειδη γεωργιος,2019-07-07,2023-04-22,κομμουνιστικο κομμα ελλαδας,λαρισας,male,georgios_lamproulis
λαμπρουλης αριστειδη γεωργιος,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,λαρισας,male,georgios_lamproulis
λαμπρουλης αριστειδη γεωργιος,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,λαρισας,male,georgios_lamproulis
λαπαβιτσας αντωνιου κωνσταντινος,2015-08-21,2015-08-28,λαικη ενοτητα,ημαθιας,male,konstantinos_lapabitsas
λαπαβιτσας αντωνιου κωνσταντινος,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,ημαθιας,male,konstantinos_lapabitsas
λαππας ευαγγελου σπυριδωνας,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,καρδιτσας,male,spuridonas_lappas
λαππας ευαγγελου σπυριδωνας,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,καρδιτσας,male,spuridonas_lappas
λαππας ευαγγελου σπυριδωνας,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,καρδιτσας,male,spuridonas_lappas
λασκαρης γεωργιου κωνσταντινος,1989-01-01,1989-03-20,νεα δημοκρατια,β' αθηνων,male,konstantinos_laskaris
λαυρεντιδης νικολαου ισαακ,1989-06-18,1989-10-12,νεα δημοκρατια,επικρατειας,male,isaak_laurentidis
λαφαζανης γεωργιου αργυριος,2009-10-04,2012-02-13,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male,argurios_lafazanis
λαφαζανης γεωργιου παναγιωτης,2000-04-09,2004-02-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' πειραιως,male,panagiotis_lafazanis
λαφαζανης γεωργιου παναγιωτης,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,male,panagiotis_lafazanis
λαφαζανης γεωργιου παναγιωτης,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,male,panagiotis_lafazanis
λαφαζανης γεωργιου παναγιωτης,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,male,panagiotis_lafazanis
λαφαζανης γεωργιου παναγιωτης,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,male,panagiotis_lafazanis
λαφαζανης γεωργιου παναγιωτης,2015-08-21,2015-08-28,λαικη ενοτητα,β' πειραιως,male,panagiotis_lafazanis
λαφαζανης γεωργιου παναγιωτης,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως,male,panagiotis_lafazanis
ανδρουλακης γρηγοριου δημητριος (μιμης),1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' πειραιως,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' πειραιως,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),1993-07-29,1993-09-11,ανεξαρτητοι (εκτος κομματος),α' πειραιως,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),1990-04-08,1993-07-28,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' πειραιως,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),2013-11-06,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,β' αθηνων,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),2012-11-08,2013-11-05,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male,dimitrios_androulakis
ανδρουλακης γρηγοριου δημητριος (μιμης),2012-06-17,2012-11-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,dimitrios_androulakis
λεβα κωνσταντινου βασιλικη,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,φθιωτιδας,female,basiliki_leba
λεβεντης αποστολου βασιλης,2019-05-30,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male,basilis_lebentis
λεβεντης αποστολου βασιλης,2015-09-20,2019-05-29,ενωση κεντρωων,β' αθηνων,male,basilis_lebentis
λεβεντης σωτηριου αθανασιος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αττικης(υπολοιπο),male,athanasios_lebentis
λεβεντης σωτηριου αθανασιος,2000-04-09,2000-10-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,αττικης(υπολοιπο),male,athanasios_lebentis
λεβεντης σωτηριου αθανασιος,2004-03-07,2007-08-18,συνασπισμος ριζοσπαστικης αριστερας,αττικης(υπολοιπο),male,athanasios_lebentis
λεβεντης σωτηριου αθανασιος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,αττικης(υπολοιπο),male,athanasios_lebentis
λεβεντης σωτηριου αθανασιος,2012-03-26,2012-04-11,δημοκρατικη αριστερα,αττικης(υπολοιπο),male,athanasios_lebentis
λεβεντης σωτηριου αθανασιος,2010-06-09,2012-03-25,ανεξαρτητοι (εκτος κομματος),αττικης(υπολοιπο),male,athanasios_lebentis
λεβεντης σωτηριου αθανασιος,2009-10-04,2010-06-08,συνασπισμος ριζοσπαστικης αριστερας,αττικης(υπολοιπο),male,athanasios_lebentis
λεβογιαννης ιωαννη νικολαος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,male,nikolaos_lebogiannis
λεβογιαννης ιωαννη νικολαος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,male,nikolaos_lebogiannis
λεβογιαννης ιωαννη νικολαος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,male,nikolaos_lebogiannis
λεβογιαννης ιωαννη νικολαος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κυκλαδων,male,nikolaos_lebogiannis
λεγκας σωτηριου νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,τρικαλων,male,nikolaos_legkas
λεγκας σωτηριου νικολαος,2004-03-07,2007-08-18,νεα δημοκρατια,τρικαλων,male,nikolaos_legkas
λεγκας σωτηριου νικολαος,2007-09-16,2009-09-07,νεα δημοκρατια,τρικαλων,male,nikolaos_legkas
λεγκας σωτηριου νικολαος,2009-10-04,2012-02-12,νεα δημοκρατια,τρικαλων,male,nikolaos_legkas
λεονταριδης χρηστου θεοφιλος,1996-09-22,2000-03-14,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2000-04-09,2004-02-11,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2004-03-07,2007-08-18,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2007-09-16,2009-09-07,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2012-03-16,2012-04-11,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2012-02-12,2012-03-15,ανεξαρτητοι (εκτος κομματος),σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2009-10-04,2012-02-11,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2012-05-06,2012-05-19,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2012-06-17,2014-12-31,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2019-07-07,2023-04-22,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεονταριδης χρηστου θεοφιλος,2023-06-25,2023-11-13,νεα δημοκρατια,σερρων,male,theofilos_leontaridis
λεουτσακος πιερρου ευσταθιος (σταθης),2015-08-21,2015-08-28,λαικη ενοτητα,α' πειραιως,male,eustathios_leoutsakos
λεουτσακος πιερρου ευσταθιος (σταθης),2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male,eustathios_leoutsakos
λιακος γεωργιου ευαγγελος,2019-07-07,2023-04-22,νεα δημοκρατια,β' δυτικης αττικης,male,euaggelos_liakos
λιακος γεωργιου ευαγγελος,2023-06-25,2023-11-13,νεα δημοκρατια,β' δυτικης αττικης,male,euaggelos_liakos
λιακουλη θεοφανη ευαγγελια,2019-07-07,2023-04-22,κινημα αλλαγης,λαρισας,female,euaggelia_liakouli
λιακουλη θεοφανη ευαγγελια,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,λαρισας,female,euaggelia_liakouli
λιακουλη θεοφανη ευαγγελια,2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,λαρισας,female,euaggelia_liakouli
ανδρουλακης μαρινου νικολαος,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,α' θεσσαλονικης,male,nikolaos_androulakis
ανδρουλακης μαρινου νικολαος,2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,α' θεσσαλονικης,male,nikolaos_androulakis
λιανης θεμιστοκλη γεωργιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,2011-06-14,2012-04-11,ανεξαρτητοι (εκτος κομματος),φλωρινας,male,georgios_lianis
λιανης θεμιστοκλη γεωργιος,2009-10-04,2011-06-13,πανελληνιο σοσιαλιστικο κινημα,φλωρινας,male,georgios_lianis
λιαπης κωνσταντινου μιχαλης-γιωργος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιαπης κωνσταντινου μιχαλης-γιωργος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιαπης κωνσταντινου μιχαλης-γιωργος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιαπης κωνσταντινου μιχαλης-γιωργος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιαπης κωνσταντινου μιχαλης-γιωργος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιαπης κωνσταντινου μιχαλης-γιωργος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιαπης κωνσταντινου μιχαλης-γιωργος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιαπης κωνσταντινου μιχαλης-γιωργος,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων,male,mixalis-giorgos_liapis
λιασκος ιωαννη αναστασιος,2000-04-09,2004-02-11,νεα δημοκρατια,ευβοιας,male,anastasios_liaskos
λιασκος ιωαννη αναστασιος,2004-03-07,2007-08-18,νεα δημοκρατια,ευβοιας,male,anastasios_liaskos
λιασκος ιωαννη αναστασιος,2007-09-16,2009-09-07,νεα δημοκρατια,ευβοιας,male,anastasios_liaskos
λιβανιου ευαγγελου ζωη,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας,female,zoi_libaniou
λιβανος διονυσιου σπυριδωνας-παναγιωτης (σπηλιος),2007-09-16,2009-09-07,νεα δημοκρατια,αιτωλοακαρνανιας,male,spuridonas-panagiotis_libanos
λιβανος διονυσιου σπυριδωνας-παναγιωτης (σπηλιος),2019-07-07,2023-04-22,νεα δημοκρατια,αιτωλοακαρνανιας,male,spuridonas-panagiotis_libanos
λιβανος ιωαννη μιχαηλ,2023-05-21,2023-05-29,νεα δημοκρατια,β' πειραιως,male,mixail_libanos
λιβανος ιωαννη μιχαηλ,2023-06-25,2023-11-13,νεα δημοκρατια,β' πειραιως,male,mixail_libanos
λιβανος σπυριδωνος διονυσιος,1989-01-01,1989-06-02,νεα δημοκρατια,αιτωλοακαρνανιας,male,dionusios_libanos
λινου κωνσταντινου αθηνα,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β1' βορειου τομεα αθηνων,female,athina_linou
λινου κωνσταντινου αθηνα,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β1' βορειου τομεα αθηνων,female,athina_linou
λιντζερης γεωργιου δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,dimitrios_lintzeris
λιντζερης γεωργιου δημητριος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,dimitrios_lintzeris
λιντζερης γεωργιου δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,dimitrios_lintzeris
λιντζερης γεωργιου δημητριος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,dimitrios_lintzeris
λιντζερης γεωργιου δημητριος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,dimitrios_lintzeris
λιουπης κωνσταντινου αθανασιος,2019-07-07,2023-04-22,νεα δημοκρατια,μαγνησιας,male,athanasios_lioupis
λιουτας αχιλλεως αθανασιος,2019-07-07,2023-04-22,νεα δημοκρατια,τρικαλων,male,athanasios_lioutas
λιουτας αχιλλεως αθανασιος,2023-06-25,2023-11-13,νεα δημοκρατια,τρικαλων,male,athanasios_lioutas
λοβερδος νικολαου ανδρεας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2014-08-22,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2013-11-06,2014-08-21,ανεξαρτητοι δημοκρατικοι βουλευτες,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2012-12-03,2013-11-05,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2012-06-17,2012-12-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),β' αθηνων,male,andreas_loberdos
λοβερδος νικολαου ανδρεας,2019-07-07,2023-04-22,κινημα αλλαγης,β1' βορειου τομεα αθηνων,male,andreas_loberdos
λοβερδος πετρου ιωαννης-μιχαηλ (γιαννης),2019-07-07,2023-04-22,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,male,ioannis-mixail_loberdos
λοβερδος πετρου ιωαννης-μιχαηλ (γιαννης),2023-05-21,2023-05-29,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,male,ioannis-mixail_loberdos
λοβερδος πετρου ιωαννης-μιχαηλ (γιαννης),2023-06-25,2023-11-13,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,male,ioannis-mixail_loberdos
λογιαδης σοφοκλη-εμμανουηλ γεωργιος,2019-07-07,2023-04-22,μετωπο ευρωπαικης ρεαλιστικης ανυπακοης (μερα25),ηρακλειου,male,georgios_logiadis
λουκακης χαραλαμπους μανωλης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης,male,manolis_loukakis
λουκακης χαραλαμπους μανωλης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης,male,manolis_loukakis
λουκακης χαραλαμπους μανωλης,1990-04-08,1991-01-16,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης,male,manolis_loukakis
λουκακης χαραλαμπους μανωλης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης,male,manolis_loukakis
λουκακης χαραλαμπους μανωλης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης,male,manolis_loukakis
λουκακης χαραλαμπους μανωλης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης,male,manolis_loukakis
λυκουδης διονυσιου σπυριδων,2012-05-06,2012-05-19,δημοκρατικη αριστερα,επικρατειας,male,spuridon_lukoudis
λυκουδης διονυσιου σπυριδων,2012-06-17,2014-12-31,δημοκρατικη αριστερα,επικρατειας,male,spuridon_lukoudis
λυκουδης διονυσιου σπυριδων,2015-01-25,2015-08-28,το ποταμι,α' αθηνων,male,spuridon_lukoudis
λυκουδης διονυσιου σπυριδων,2019-05-07,2019-06-11,το ποταμι,α' αθηνων,male,spuridon_lukoudis
λυκουδης διονυσιου σπυριδων,2019-01-21,2019-05-06,ανεξαρτητοι (εκτος κομματος),α' αθηνων,male,spuridon_lukoudis
λυκουδης διονυσιου σπυριδων,2015-09-20,2019-01-20,το ποταμι,α' αθηνων,male,spuridon_lukoudis
λυκουρεντζος θεοφανη ανδρεας,2004-03-07,2007-08-18,νεα δημοκρατια,αρκαδιας,male,andreas_lukourentzos
λυκουρεντζος θεοφανη ανδρεας,2007-09-16,2009-09-07,νεα δημοκρατια,αρκαδιας,male,andreas_lukourentzos
λυκουρεντζος θεοφανη ανδρεας,2009-10-04,2012-04-11,νεα δημοκρατια,αρκαδιας,male,andreas_lukourentzos
λυκουρεντζος θεοφανη ανδρεας,2012-05-06,2012-05-19,νεα δημοκρατια,αρκαδιας,male,andreas_lukourentzos
λυκουρεντζος θεοφανη ανδρεας,2012-06-17,2014-12-31,νεα δημοκρατια,αρκαδιας,male,andreas_lukourentzos
λυμπερακη γεωργιου αντιγονη,2015-01-25,2015-08-28,το ποταμι,β' αθηνων,female,antigoni_lumperaki
λυμπερακη γεωργιου αντιγονη,2019-05-07,2019-06-11,το ποταμι,β' αθηνων,female,antigoni_lumperaki
λυμπερακη γεωργιου αντιγονη,2019-04-11,2019-05-06,ανεξαρτητοι (εκτος κομματος),β' αθηνων,female,antigoni_lumperaki
ανθοπουλος ευσταθιου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,σερρων,male,ioannis_anthopoulos
ανθοπουλος ευσταθιου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,σερρων,male,ioannis_anthopoulos
ανθοπουλος ευσταθιου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,σερρων,male,ioannis_anthopoulos
ανθοπουλος ευσταθιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,σερρων,male,ioannis_anthopoulos
ανθοπουλος ευσταθιου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,σερρων,male,ioannis_anthopoulos
ανθοπουλος ευσταθιου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,σερρων,male,ioannis_anthopoulos
λυμπερακιδης γρηγοριου λεωνιδας,1993-10-10,1996-08-24,νεα δημοκρατια,εβρου,male,leonidas_lumperakidis
λυμπερακιδης γρηγοριου λεωνιδας,1996-09-22,2000-03-14,νεα δημοκρατια,εβρου,male,leonidas_lumperakidis
λυμπερακιδης γρηγοριου λεωνιδας,2000-04-09,2004-02-11,νεα δημοκρατια,εβρου,male,leonidas_lumperakidis
λυτριβη δημητριου ιωαννα,2023-05-21,2023-05-29,νεα δημοκρατια,επικρατειας,female,ioanna_lutribi
λυτριβη δημητριου ιωαννα,2023-06-25,2023-11-13,νεα δημοκρατια,επικρατειας,female,ioanna_lutribi
λωτιδης κυριακου λαζαρος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,lazaros_lotidis
λωτιδης κυριακου λαζαρος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,lazaros_lotidis
λωτιδης κυριακου λαζαρος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,lazaros_lotidis
λωτιδης κυριακου λαζαρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,lazaros_lotidis
λωτιδης κυριακου λαζαρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,lazaros_lotidis
λωτιδης κυριακου λαζαρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,lazaros_lotidis
λωτιδης κυριακου λαζαρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,lazaros_lotidis
μαγγινας νικολαου βασιλειος,1993-10-10,1996-08-24,νεα δημοκρατια,αιτωλοακαρνανιας,male,basileios_magginas
μαγγινας νικολαου βασιλειος,1996-09-22,2000-03-14,νεα δημοκρατια,αιτωλοακαρνανιας,male,basileios_magginas
μαγγινας νικολαου βασιλειος,2004-03-07,2007-08-18,νεα δημοκρατια,αιτωλοακαρνανιας,male,basileios_magginas
μαγγινας νικολαου βασιλειος,2007-09-16,2009-09-07,νεα δημοκρατια,αιτωλοακαρνανιας,male,basileios_magginas
μαγκακης αντωνιου γεωργιος-αλεξανδρος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,georgios-alexandros_magkakis
μαγκακης αντωνιου γεωργιος-αλεξανδρος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,georgios-alexandros_magkakis
μαγκακης αντωνιου γεωργιος-αλεξανδρος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,georgios-alexandros_magkakis
μαγκακης αντωνιου γεωργιος-αλεξανδρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,georgios-alexandros_magkakis
μαγκουφης ευθυμιου χρηστος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male,xristos_magkoufis
μαγκουφης ευθυμιου χρηστος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male,xristos_magkoufis
μαγκουφης ευθυμιου χρηστος,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),τρικαλων,male,xristos_magkoufis
μαγκουφης ευθυμιου χρηστος,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male,xristos_magkoufis
μαγκριωτης αστεριου ιωαννης,1995-04-06,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,ioannis_magkriotis
μαγκριωτης αστεριου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,ioannis_magkriotis
μαγκριωτης αστεριου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,ioannis_magkriotis
μαγκριωτης αστεριου ιωαννης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,ioannis_magkriotis
μαγκριωτης αστεριου ιωαννης,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,ioannis_magkriotis
μαγκριωτης αστεριου ιωαννης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male,ioannis_magkriotis
μακαρονας γεωργιου γρηγοριος,2015-07-07,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,ηρακλειου,male,grigorios_makaronas
μακρη-θεοδωρου ευαγγελου ελενη,2012-06-17,2014-12-31,νεα δημοκρατια,φθιωτιδας,female,eleni_makri-theodorou
μακρη-θεοδωρου ευαγγελου ελενη,2023-01-11,2023-04-22,νεα δημοκρατια,φθιωτιδας,female,eleni_makri-theodorou
ανουσακη ευαγγελου ελενη-ηλεκτρα,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female,eleni-ilektra_anousaki
ανουσακη ευαγγελου ελενη-ηλεκτρα,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female,eleni-ilektra_anousaki
