member_name,role,role_start_date,role_end_date,gender,name
ιωαννης κουτσουκος,υφυπουργος εργασιας και κοινωνικης ασφαλισης,17/06/2011,11/11/2011,male,ioannis_koutsoukos
ιωαννης κουτσουκος,υφυπουργος αγροτικης αναπτυξης και τροφιμων,07/09/2010,17/06/2011,male,ioannis_koutsoukos
ιωαννης κουτσουκος,υφυπουργος εργασιας και κοινωνικης ασφαλισης,11/11/2011,14/02/2012,male,ioannis_koutsoukos
ιωαννης λαμπροπουλος,υφυπουργος εθνικης αμυνας,10/03/2004,19/09/2007,male,ioannis_lampropoulos
ιωαννης λαμπροπουλος,υφυπουργος εθνικης αμυνας,10/06/2014,27/01/2015,male,ioannis_lampropoulos
ιωαννης λιαπης,υπουργος γεωργιας,12/10/1989,23/11/1989,male,ioannis_liapis
ιωαννης λιαπης,υπουργος γεωργιας,13/02/1990,11/04/1990,male,ioannis_liapis
ιωαννης μαγκριωτης,υπουργος μακεδονιας-θρακης,30/10/1998,13/04/2000,male,ioannis_magkriotis
ιωαννης μαγκριωτης,υφυπουργος εξωτερικων,24/10/2001,10/03/2004,male,ioannis_magkriotis
ιωαννης μαγκριωτης,υφυπουργος υποδομων μεταφορων και δικτυων,07/10/2009,11/11/2011,male,ioannis_magkriotis
ιωαννης μαγκριωτης,υφυπουργος υποδομων μεταφορων και δικτυων,11/11/2011,17/05/2012,male,ioannis_magkriotis
ιωαννης μανιατης,υφυπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,07/10/2009,11/11/2011,male,ioannis_maniatis
ιωαννης μανιατης,υφυπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,11/11/2011,17/05/2012,male,ioannis_maniatis
ιωαννης μανιατης,υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,25/06/2013,27/01/2015,male,ioannis_maniatis
ιωαννης μιχελακης,υπουργος εσωτερικων,25/06/2013,10/06/2014,male,ioannis_mixelakis
ιωαννης μουζαλας,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,28/08/2015,21/09/2015,male,ioannis_mouzalas
ιωαννης μουζαλας,υπουργος μεταναστευτικης πολιτικης,05/11/2016,28/02/2018,male,ioannis_mouzalas
ιωαννης μουζαλας,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male,ioannis_mouzalas
ιωαννης μουρμουρας,υφυπουργος οικονομικων,11/11/2011,17/05/2012,male,ioannis_mourmouras
ιωαννης μπαλαφας,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male,ioannis_mpalafas
ιωαννης μπαλαφας,υφυπουργος μεταναστευτικης πολιτικης,05/11/2016,29/08/2018,male,ioannis_mpalafas
ιωαννης μπουγας,υφυπουργος αναπτυξης,08/01/2009,07/10/2009,male,ioannis_mpougas
ιωαννης μπρατακος,υφυπουργος στον πρωθυπουργο,01/09/2022,26/05/2023,male,ioannis_mpratakos
ιωαννης οικονομου,υφυπουργος αγροτικης αναπτυξης και τροφιμων,05/01/2021,13/08/2021,male,ioannis_oikonomou
ιωαννης οικονομου,υφυπουργος στον πρωθυπουργο,13/08/2021,26/05/2023,male,ioannis_oikonomou
ιωαννης παλαιοκρασσας,υπουργος οικονομικων,11/04/1990,07/08/1992,male,ioannis_palaiokrassas
ιωαννης παλαιοκρασσας,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,07/08/1992,03/12/1992,male,ioannis_palaiokrassas
ιωαννης παλαιοκρασσας,υπουργος εμποριου,07/08/1992,03/12/1992,male,ioannis_palaiokrassas
ιωαννης παναρετος,υφυπουργος παιδειας δια βιου μαθησης και θρησκευματων,07/10/2009,17/06/2011,male,ioannis_panaretos
ιωαννης πανουσης,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,27/01/2015,27/08/2015,male,ioannis_panousis
ιωαννης παπαθανασιου,υφυπουργος αναπτυξης,10/03/2004,19/09/2007,male,ioannis_papathanasiou
ιωαννης παπαθανασιου,υφυπουργος οικονομιας και οικονομικων,19/09/2007,07/01/2009,male,ioannis_papathanasiou
ιωαννης παπαθανασιου,υπουργος οικονομιας και οικονομικων,08/01/2009,07/10/2009,male,ioannis_papathanasiou
ιωαννης πλακιωτακης,υφυπουργος εθνικης αμυνας,19/09/2007,07/10/2009,male,ioannis_plakiotakis
ιωαννης πλακιωτακης,υφυπουργος εργασιας κοινωνικης ασφαλισης και προνοιας,10/06/2014,27/01/2015,male,ioannis_plakiotakis
ιωαννης πλακιωτακης,υπουργος ναυτιλιας και νησιωτικης πολιτικης,09/07/2019,26/05/2023,male,ioannis_plakiotakis
ιωαννης ποττακης,αναπληρωτης υπουργος εξωτερικων,23/11/1989,13/02/1990,male,ioannis_pottakis
ιωαννης ποττακης,υπουργος προεδριας της κυβερνησης,28/12/1994,15/09/1995,male,ioannis_pottakis
ιωαννης ποττακης,υπουργος δικαιοσυνης,15/09/1995,22/01/1996,male,ioannis_pottakis
ιωαννης ραγκουσης,υπουργος υποδομων μεταφορων και δικτυων,17/06/2011,11/11/2011,male,ioannis_ragkousis
ιωαννης ραγκουσης,υπουργος εσωτερικων αποκεντρωσης και ηλεκτρονικης διακυβερνησης,07/10/2009,27/06/2011,male,ioannis_ragkousis
ιωαννης ραγκουσης,αναπληρωτης υπουργος εθνικης αμυνας,11/11/2011,17/05/2012,male,ioannis_ragkousis
ιωαννης σαρμας,πρωθυπουργος,25/05/2023,07/06/2023,male,ioannis_sarmas
ιωαννης σκουλαρικης,υπουργος εργασιας,08/07/1994,15/09/1995,male,ioannis_skoularikis
ιωαννης σουλαδακης,αναπληρωτης υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,13/10/1993,08/07/1994,male,ioannis_souladakis
ιωαννης σταθοπουλος,υφυπουργος εθνικης αμυνας,08/08/1991,13/10/1993,male,ioannis_stathopoulos
ιωαννης στουρναρας,υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,17/05/2012,21/06/2012,male,ioannis_stournaras
ιωαννης στουρναρας,υπουργος οικονομικων,05/07/2012,10/06/2014,male,ioannis_stournaras
ιωαννης τζουνης,υφυπουργος εξωτερικων,14/04/1992,07/08/1992,male,ioannis_tzounis
ιωαννης τσακιρης,υφυπουργος αναπτυξης και επενδυσεων,09/07/2019,26/05/2023,male,ioannis_tsakiris
ιωαννης τσακλιδης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,08/07/1994,22/01/1996,male,ioannis_tsaklidis
ιωαννης τσακλιδης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,24/10/2001,10/03/2004,male,ioannis_tsaklidis
ιωαννης τσιρωνης,αναπληρωτης υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,27/01/2015,27/08/2015,male,ioannis_tsironis
ιωαννης τσιρωνης,αναπληρωτης υπουργος περιβαλλοντος και ενεργειας,23/09/2015,05/11/2016,male,ioannis_tsironis
ιωαννης τσιρωνης,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,05/11/2016,29/08/2018,male,ioannis_tsironis
ιωαννης χαραλαμπους,υπουργος μεταφορων και επικοινωνιων,13/10/1993,08/07/1994,male,ioannis_xaralampous
ιωαννης χαραλαμπους,υφυπουργος αναπτυξης,19/02/1999,13/04/2000,male,ioannis_xaralampous
ιωσηφ βαλυρακης,υφυπουργος δημοσιας ταξης,08/07/1994,04/04/1995,male,iosif_balurakis
ιωσηφ βαλυρακης,υπουργος δημοσιας ταξης,04/04/1995,22/01/1996,male,iosif_balurakis
καλλιοπη μπουρδαρα (κελλυ),υφυπουργος πολιτισμου,03/12/1992,13/10/1993,female,kalliopi_mpourdara
καλλιοπη μπουρδαρα (κελλυ),υφυπουργος εθνικης παιδειας και θρησκευματων,11/04/1990,08/08/1991,female,kalliopi_mpourdara
καλλιοπη σπανου,υπουργος εσωτερικων,23/04/2023,26/05/2023,female,kalliopi_spanou
καλλιοπη σπανου,υπουργος εσωτερικων,26/05/2023,07/06/2023,female,kalliopi_spanou
καρολος παπουλιας,αναπληρωτης υπουργος εθνικης αμυνας,23/11/1989,13/02/1990,male,karolos_papoulias
καρολος παπουλιας,υπουργος εξωτερικων,13/10/1993,22/01/1996,male,karolos_papoulias
κιμωνας κουλουρης,αναπληρωτης υπουργος μεταφορων και επικοινωνιων,15/09/1995,22/01/1996,male,kimonas_koulouris
κιμωνας κουλουρης,υφυπουργος εσωτερικων,08/07/1994,15/09/1995,male,kimonas_koulouris
κιμωνας κουλουρης,υφυπουργος αναπτυξης,07/07/2003,10/03/2004,male,kimonas_koulouris
κοσμας σφυριου,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,15/09/1995,22/01/1996,male,kosmas_sfuriou
κοσμας σφυριου,υπουργος εμπορικης ναυτιλιας,22/01/1996,25/09/1996,male,kosmas_sfuriou
κυριακος βιρβιδακης,υφυπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,16/02/2013,25/06/2013,male,kuriakos_birbidakis
κυριακος γεροντοπουλος,υφυπουργος εξωτερικων,25/06/2013,27/01/2015,male,kuriakos_gerontopoulos
κυριακος μητσοτακης,υπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,25/06/2013,27/01/2015,male,kuriakos_mitsotakis
κυριακος μητσοτακης,πρωθυπουργος,08/07/2019,25/05/2023,male,kuriakos_mitsotakis
κυριακος πιερρακακης,υπουργος επικρατειας,09/07/2019,26/05/2023,male,kuriakos_pierrakakis
κωνσταντινα μπιρμπιλη,υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,07/10/2009,17/06/2011,female,konstantina_mpirmpili
κωνσταντινος αρβανιτοπουλος,αναπληρωτης υπουργος παιδειας δια βιου μαθησης και θρησκευματων,11/11/2011,17/05/2012,male,konstantinos_arbanitopoulos
κωνσταντινος αρβανιτοπουλος,υπουργος παιδειας και θρησκευματων,25/06/2013,10/06/2014,male,konstantinos_arbanitopoulos
κωνσταντινος αρβανιτοπουλος,υπουργος παιδειας θρησκευματων πολιτισμου και αθλητισμου,21/06/2012,25/06/2013,male,konstantinos_arbanitopoulos
κωνσταντινος βλασης,υφυπουργος εξωτερικων,09/12/2019,31/08/2021,male,konstantinos_blasis
κωνσταντινος βρεττος,υφυπουργος βιομηχανιας ενεργειας και τεχνολογιας,15/09/1995,22/01/1996,male,konstantinos_brettos
κωνσταντινος βρεττος,υφυπουργος γεωργιας,30/10/1998,13/04/2000,male,konstantinos_brettos
κωνσταντινος γαβρογλου,υπουργος παιδειας ερευνας και θρησκευματων,05/11/2016,09/07/2019,male,konstantinos_gabroglou
κωνσταντινος γειτονας,υφυπουργος δημοσιας ταξης,13/10/1993,08/07/1994,male,konstantinos_geitonas
κωνσταντινος γειτονας,αναπληρωτης υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,08/07/1994,22/01/1996,male,konstantinos_geitonas
κωνσταντινος γειτονας,υπουργος δημοσιας ταξης,22/01/1996,30/08/1996,male,konstantinos_geitonas
κωνσταντινος γειτονας,υπουργος επικρατειας,30/10/1998,13/04/2000,male,konstantinos_geitonas
κωνσταντινος γειτονας,υπουργος υγειας και προνοιας,25/09/1996,30/10/1998,male,konstantinos_geitonas
κωνσταντινος γιατρακος,υφυπουργος οικονομικων,08/08/1991,13/10/1993,male,konstantinos_giatrakos
κωνσταντινος γκιουλεκας,υφυπουργος εσωτερικων,29/01/2009,11/09/2009,male,konstantinos_gkioulekas
κωνσταντινος γκιουλεκας,υφυπουργος παιδειας και θρησκευματων,25/06/2013,10/06/2014,male,konstantinos_gkioulekas
κωνσταντινος δεσποτοπουλος,υπουργος εθνικης παιδειας και θρησκευματων,12/10/1989,23/11/1989,male,konstantinos_despotopoulos
κωνσταντινος δεσποτοπουλος,υπουργος εθνικης παιδειας και θρησκευματων,13/02/1990,11/04/1990,male,konstantinos_despotopoulos
κωνσταντινος δουσης,υφυπουργος εθνικης οικονομιας,17/02/1992,13/10/1993,male,konstantinos_dousis
κωνσταντινος ζουραρης,υφυπουργος παιδειας ερευνας και θρησκευματων,05/11/2016,29/01/2018,male,konstantinos_zouraris
κωνσταντινος καισερλης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,13/04/2000,24/10/2001,male,konstantinos_kaiserlis
κωνσταντινος καραγκουνης,υφυπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,21/06/2012,25/06/2013,male,konstantinos_karagkounis
κωνσταντινος καραμανλης,πρωθυπουργος,10/03/2004,19/09/2007,male,konstantinos_karamanlis
κωνσταντινος καραμανλης,υπουργος πολιτισμου,10/03/2004,15/02/2006,male,konstantinos_karamanlis
κωνσταντινος καραμανλης,πρωθυπουργος,19/09/2007,06/10/2009,male,konstantinos_karamanlis
κωνσταντινος καραμανλης,υπουργος υποδομων και μεταφορων,09/07/2019,01/03/2023,male,konstantinos_karamanlis
κωνσταντινος κατσαφαδου,υφυπουργος ναυτιλιας και νησιωτικης πολιτικης,05/01/2021,26/05/2023,male,konstantinos_katsafadou
κωνσταντινος κιλτιδης,υφυπουργος αγροτικης αναπτυξης και τροφιμων,19/09/2007,07/10/2009,male,konstantinos_kiltidis
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,13/10/1993,22/01/1996,male,konstantinos_laliotis
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,22/01/1996,25/09/1996,male,konstantinos_laliotis
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,25/09/1996,13/04/2000,male,konstantinos_laliotis
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,13/04/2000,24/10/2001,male,konstantinos_laliotis
κωνσταντινος λιασκας,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,12/10/1989,23/11/1989,male,konstantinos_liaskas
κωνσταντινος λιασκας,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,23/11/1989,11/04/1990,male,konstantinos_liaskas
κωνσταντινος μαρκοπουλος,υπουργος τουριστικης αναπτυξης,08/01/2009,07/10/2009,male,konstantinos_markopoulos
κωνσταντινος μητσοτακης,υπουργος εμπορικης ναυτιλιας,11/04/1990,01/10/1990,male,konstantinos_mitsotakis
κωνσταντινος μητσοτακης,υπουργος αιγαιου,08/08/1991,13/10/1993,male,konstantinos_mitsotakis
κωνσταντινος μητσοτακης,υπουργος εξωτερικων,14/04/1992,07/08/1992,male,konstantinos_mitsotakis
κωνσταντινος μητσοτακης,πρωθυπουργος,11/04/1990,13/10/1993,male,konstantinos_mitsotakis
κωνσταντινος μητσοτακης,υπουργος εθνικης οικονομιας,01/10/1990,08/08/1991,male,konstantinos_mitsotakis
κωνσταντινος μουσουρουλης,αναπληρωτης υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,28/08/2015,21/09/2015,male,konstantinos_mousouroulis
κωνσταντινος μπαρκας,υφυπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,15/02/2019,09/07/2019,male,konstantinos_mparkas
κωνσταντινος μπεης,υπουργος δημοσιας ταξης,30/08/1996,25/09/1996,male,konstantinos_mpeis
κωνσταντινος ροβλιας,υφυπουργος εσωτερικων αποκεντρωσης και ηλεκτρονικης διακυβερνησης,07/10/2009,11/01/2010,male,konstantinos_roblias
κωνσταντινος ροβλιας,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male,konstantinos_roblias
κωνσταντινος ροβλιας,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,27/06/2011,11/11/2011,male,konstantinos_roblias
κωνσταντινος ροβλιας,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,11/11/2011,17/05/2012,male,konstantinos_roblias
κωνσταντινος σαψαλης,υφυπουργος δημοσιας ταξης,03/12/1992,13/10/1993,male,konstantinos_sapsalis
κωνσταντινος σημαιοφοριδης,υφυπουργος στον πρωθυπουργο,03/12/1992,13/10/1993,male,konstantinos_simaioforidis
κωνσταντινος σημιτης,υπουργος εθνικης παιδειας και θρησκευματων,23/11/1989,13/02/1990,male,konstantinos_simitis
κωνσταντινος σημιτης,υπουργος εμποριου,13/10/1993,15/09/1995,male,konstantinos_simitis
κωνσταντινος σημιτης,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,13/10/1993,15/09/1995,male,konstantinos_simitis
κωνσταντινος σημιτης,πρωθυπουργος,22/01/1996,25/09/1996,male,konstantinos_simitis
κωνσταντινος σημιτης,πρωθυπουργος,25/09/1996,13/04/2000,male,konstantinos_simitis
κωνσταντινος σημιτης,πρωθυπουργος,13/04/2000,10/03/2004,male,konstantinos_simitis
κωνσταντινος σκανδαλιδης,υπουργος αιγαιου,13/10/1993,08/07/1994,male,konstantinos_skandalidis
κωνσταντινος σκανδαλιδης,υπουργος εσωτερικων,08/07/1994,15/09/1995,male,konstantinos_skandalidis
κωνσταντινος σκανδαλιδης,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/10/2001,13/02/2004,male,konstantinos_skandalidis
κωνσταντινος σκανδαλιδης,υπουργος αγροτικης αναπτυξης και τροφιμων,07/09/2010,11/11/2011,male,konstantinos_skandalidis
κωνσταντινος σκανδαλιδης,υπουργος αγροτικης αναπτυξης και τροφιμων,11/11/2011,17/05/2012,male,konstantinos_skandalidis
κωνσταντινος σκρεκας,υπουργος αναπτυξης και ανταγωνιστικοτητας,03/11/2014,27/01/2015,male,konstantinos_skrekas
κωνσταντινος σκρεκας,υφυπουργος αγροτικης αναπτυξης και τροφιμων,09/07/2019,05/01/2021,male,konstantinos_skrekas
κωνσταντινος σκρεκας,υπουργος περιβαλλοντος και ενεργειας,05/01/2021,26/05/2023,male,konstantinos_skrekas
κωνσταντινος σπηλιοπουλος,υφυπουργος εθνικης αμυνας,17/06/2011,11/11/2011,male,konstantinos_spiliopoulos
κωνσταντινος σπηλιοπουλος,υφυπουργος εθνικης αμυνας,11/11/2011,17/05/2012,male,konstantinos_spiliopoulos
κωνσταντινος σταματης,υπουργος δικαιοσυνης,12/10/1989,23/11/1989,male,konstantinos_stamatis
κωνσταντινος σταματης,υπουργος δικαιοσυνης,23/11/1989,11/04/1990,male,konstantinos_stamatis
κωνσταντινος στεφανης,υπουργος υγειας και προνοιας,13/06/2002,10/03/2004,male,konstantinos_stefanis
κωνσταντινος στρατης,υφυπουργος πολιτισμου και αθλητισμου,28/02/2018,09/07/2019,male,konstantinos_stratis
κωνσταντινος τασουλας,υφυπουργος εθνικης αμυνας,19/09/2007,07/10/2009,male,konstantinos_tasoulas
κωνσταντινος τασουλας,υπουργος πολιτισμου και αθλητισμου,10/06/2014,27/01/2015,male,konstantinos_tasoulas
κωνσταντινος τζαβαρας,αναπληρωτης υπουργος παιδειας θρησκευματων πολιτισμου και αθλητισμου,21/06/2012,25/06/2013,male,konstantinos_tzabaras
κωνσταντινος τριαριδης,υπουργος μακεδονιας-θρακης,13/10/1993,22/01/1996,male,konstantinos_triaridis
κωνσταντινος τσιαρας,υφυπουργος εξωτερικων,05/07/2012,25/06/2013,male,konstantinos_tsiaras
κωνσταντινος τσιαρας,υπουργος δικαιοσυνης,09/07/2019,26/05/2023,male,konstantinos_tsiaras
κωνσταντινος φραγκογιαννης,υφυπουργος εξωτερικων,09/07/2019,26/05/2023,male,konstantinos_fragkogiannis
κωνσταντινος φωτακης,αναπληρωτης υπουργος πολιτισμου παιδειας και θρησκευματων,21/03/2015,27/08/2015,male,konstantinos_fotakis
κωνσταντινος φωτακης,αναπληρωτης υπουργος παιδειας ερευνας και θρησκευματων,23/09/2015,09/07/2019,male,konstantinos_fotakis
κωνσταντινος χατζηδακης,υπουργος μεταφορων και επικοινωνιων,19/09/2007,07/01/2009,male,konstantinos_xatzidakis
κωνσταντινος χατζηδακης,υπουργος αναπτυξης,08/01/2009,07/10/2009,male,konstantinos_xatzidakis
κωνσταντινος χατζηδακης,υπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,21/06/2012,25/06/2013,male,konstantinos_xatzidakis
κωνσταντινος χατζηδακης,υπουργος αναπτυξης και ανταγωνιστικοτητας,25/06/2013,10/06/2014,male,konstantinos_xatzidakis
κωνσταντινος χατζηδακης,υπουργος εργασιας και κοινωνικων υποθεσεων,05/01/2021,26/05/2023,male,konstantinos_xatzidakis
κωνσταντινος χατζηδακης,υπουργος περιβαλλοντος και ενεργειας,09/07/2019,05/01/2021,male,konstantinos_xatzidakis
κωνσταντινος-ηρακλης ησυχος,αναπληρωτης υπουργος εθνικης αμυνας,27/01/2015,18/07/2015,male,konstantinos-iraklis_isuxos
λαζαρος λωτιδης,υφυπουργος εθνικης αμυνας,24/10/2001,10/03/2004,male,lazaros_lotidis
λαμπρος κανελλοπουλος,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,22/01/1996,25/09/1996,male,lampros_kanellopoulos
λαμπρος παπαδημας,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,22/01/1996,25/09/1996,male,lampros_papadimas
λαμπρος παπαδημας,υπουργος υγειας και προνοιας,30/10/1998,13/04/2000,male,lampros_papadimas
λαμπρος παπαδημας,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,25/09/1996,30/10/1998,male,lampros_papadimas
λαμπρος παπαδημας,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/10/2001,10/03/2004,male,lampros_papadimas
λεωνιδας γρηγορακος,αναπληρωτης υπουργος υγειας,10/06/2014,27/01/2015,male,leonidas_grigorakos
λεωνιδας γρηγορακος,αναπληρωτης υπουργος εσωτερικων,25/06/2013,10/06/2014,male,leonidas_grigorakos
λεωνιδας τζανης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,19/02/1999,13/04/2000,male,leonidas_tzanis
λεωνιδας τζανης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,13/04/2000,24/10/2001,male,leonidas_tzanis
λουκας αποστολιδης,υφυπουργος εθνικης αμυνας,24/10/2001,07/07/2003,male,loukas_apostolidis
λουκας παπαδημος,πρωθυπουργος,11/11/2011,16/05/2012,male,loukas_papadimos
λουκια-ταρσιτσα κατσελη,υπουργος εργασιας και κοινωνικης ασφαλισης,07/09/2010,17/06/2011,female,loukia-tarsitsa_katseli
λουκια-ταρσιτσα κατσελη,υπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,07/09/2010,female,loukia-tarsitsa_katseli
λυδια κονιορδου,υπουργος πολιτισμου και αθλητισμου,05/11/2016,29/08/2018,female,ludia_koniordou
μανουσος-κωνσταντινος βολουδακης,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,21/06/2012,25/06/2013,male,manousos-konstantinos_boloudakis
μαξιμος χαρακοπουλος,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,21/06/2012,31/03/2014,male,maximos_xarakopoulos
μαργαριτης τζιμας,υπουργος μακεδονιας-θρακης,19/09/2007,07/01/2009,male,margaritis_tzimas
μαρια αρσενη,υφυπουργος προεδριας της κυβερνησης,22/11/1993,15/09/1995,female,maria_arseni
μαρια αρσενη,υφυπουργος εθνικης παιδειας και θρησκευματων,15/09/1995,22/01/1996,female,maria_arseni
μαρια κολλια-τσαρουχα,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,27/01/2015,27/08/2015,female,maria_kollia-tsarouxa
μαρια κολλια-τσαρουχα,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,female,maria_kollia-tsarouxa
μαρια κολλια-τσαρουχα,υφυπουργος εσωτερικων,05/11/2016,29/08/2018,female,maria_kollia-tsarouxa
μαρια κολλια-τσαρουχα,υφυπουργος εθνικης αμυνας,29/08/2018,15/01/2019,female,maria_kollia-tsarouxa
μαρια συρεγγελα,υφυπουργος εργασιας και κοινωνικων υποθεσεων,05/01/2021,26/05/2023,female,maria_sureggela
μαρια-ελιζα ξενογιαννακοπουλου,υπουργος υγειας και κοινωνικης αλληλεγγυης,07/10/2009,07/09/2010,female,maria-eliza_xenogiannakopoulou
μαρια-ελιζα ξενογιαννακοπουλου,αναπληρωτης υπουργος εξωτερικων,07/09/2010,11/11/2011,female,maria-eliza_xenogiannakopoulou
μαρια-ελιζα ξενογιαννακοπουλου,αναπληρωτης υπουργος εξωτερικων,11/11/2011,14/02/2012,female,maria-eliza_xenogiannakopoulou
μαρια-ελιζα ξενογιαννακοπουλου,υπουργος διοικητικης ανασυγκροτησης,29/08/2018,09/07/2019,female,maria-eliza_xenogiannakopoulou
μαριεττας γιαννακος,υπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,11/04/1990,08/08/1991,male,mariettas_giannakos
μαριεττας γιαννακος,υπουργος εθνικης παιδειας και θρησκευματων,10/03/2004,19/09/2007,male,mariettas_giannakos
μαρινα λαμπρακη-πλακα,αναπληρωτης υπουργος πολιτισμου παιδειας και θρησκευματων,28/08/2015,21/09/2015,female,marina_lampraki-plaka
μαρινα χρυσοβελωνη,υφυπουργος υποδομων μεταφορων και δικτυων,24/02/2016,05/11/2016,female,marina_xrusobeloni
μαρινα χρυσοβελωνη,υφυπουργος εσωτερικων,29/08/2018,09/07/2019,female,marina_xrusobeloni
μαριος σαλμας,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,08/01/2009,07/10/2009,male,marios_salmas
μαριος σαλμας,αναπληρωτης υπουργος υγειας,21/06/2012,25/06/2013,male,marios_salmas
μαρκος μπολαρης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,17/06/2011,11/11/2011,male,markos_mpolaris
μαρκος μπολαρης,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,07/09/2010,male,markos_mpolaris
μαρκος μπολαρης,υφυπουργος υγειας και κοινωνικης αλληλεγγυης,11/11/2011,17/05/2012,male,markos_mpolaris
μαρκος μπολαρης,υφυπουργος εξωτερικων,29/08/2018,09/07/2019,male,markos_mpolaris
μαρκος μπολαρης,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,23/09/2015,05/11/2016,male,markos_mpolaris
μαυρουδης βοριδης,υπουργος υποδομων μεταφορων και δικτυων,11/11/2011,17/05/2012,male,mauroudis_boridis
μαυρουδης βοριδης,υπουργος υγειας,10/06/2014,27/01/2015,male,mauroudis_boridis
μαυρουδης βοριδης,υπουργος εσωτερικων,05/01/2021,23/04/2023,male,mauroudis_boridis
μαυρουδης βοριδης,υπουργος αγροτικης αναπτυξης και τροφιμων,09/07/2019,05/01/2021,male,mauroudis_boridis
μελετιος-αθανασιος δημοπουλος,υπουργος υγειας,28/08/2015,21/09/2015,male,meletios-athanasios_dimopoulos
μεροπη τζουφη,υφυπουργος παιδειας ερευνας και θρησκευματων,28/02/2018,09/07/2019,female,meropi_tzoufi
μιλτιαδης βαρβιτσιωτης,υφυπουργος εξωτερικων,08/01/2009,07/10/2009,male,miltiadis_barbitsiotis
μιλτιαδης βαρβιτσιωτης,υπουργος ναυτιλιας και αιγαιου,25/06/2013,27/01/2015,male,miltiadis_barbitsiotis
μιλτιαδης βαρβιτσιωτης,αναπληρωτης υπουργος εξωτερικων,09/07/2019,26/05/2023,male,miltiadis_barbitsiotis
μιλτιαδης εβερτ,υπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,02/07/1989,12/10/1989,male,miltiadis_ebert
μιλτιαδης εβερτ,υπουργος προεδριας της κυβερνησης,11/04/1990,31/10/1991,male,miltiadis_ebert
