member_name,member_start_date,member_end_date,political_party,administrative_region
μεικοπουλος μιχαηλ αλεξανδρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας
μεικοπουλος μιχαηλ αλεξανδρος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας
μεικοπουλος μιχαηλ αλεξανδρος,2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,μαγνησιας
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2015-09-20,2019-04-25,νεα δημοκρατια,β' αθηνων
μελα παυλου παναγιωτα-ευα,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,β' αθηνων
μελας ιωαννη παναγιωτης,1994-11-17,1996-08-24,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,1996-09-22,2000-03-14,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2000-04-09,2004-02-11,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2004-03-07,2007-08-18,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2007-09-16,2009-09-07,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως
μελας ιωαννη παναγιωτης,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),α' πειραιως
μελας ιωαννη παναγιωτης,2010-10-07,2012-02-11,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως
μελας ιωαννη παναγιωτης,2014-12-03,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,α' πειραιως
μελας ιωαννη παναγιωτης,2014-12-03,2014-12-02,ανεξαρτητοι δημοκρατικοι βουλευτες,α' πειραιως
μελας ιωαννη παναγιωτης,2014-12-01,2014-12-02,ανεξαρτητοι (εκτος κομματος),α' πειραιως
μελας ιωαννη παναγιωτης,2012-06-17,2014-11-30,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως
μελας παναγιωτη ιωαννης,2019-07-07,2023-04-22,νεα δημοκρατια,α' πειραιως
μελιδης αναστασιου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
μελιδης αναστασιου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
μελιδης αναστασιου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
μελιδης αναστασιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
μερεντιτη δημητριου αθανασια (σουλα),2000-04-09,2000-09-20,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μερεντιτη δημητριου αθανασια (σουλα),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μερεντιτη δημητριου αθανασια (σουλα),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μερεντιτη δημητριου αθανασια (σουλα),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μερκουρη σταματιου αμαλια-μαρια (μελινα),1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
μερκουρη σταματιου αμαλια-μαρια (μελινα),1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
μερκουρη σταματιου αμαλια-μαρια (μελινα),1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
μερκουρη σταματιου αμαλια-μαρια (μελινα),1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
μερκουρη σταματιου αμαλια-μαρια (μελινα),1993-10-10,1994-03-06,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
μεσσαρης ευαγγελου γερασιμος,1989-06-18,1989-10-12,νεα δημοκρατια,κεφαλληνιας
μεσσαρης ευαγγελου γερασιμος,1989-11-05,1990-03-12,νεα δημοκρατια,κεφαλληνιας
αγαπηδακη στυλιανου ειρηνη,2023-05-21,2023-05-29,νεα δημοκρατια,επικρατειας
αντωνιου βασιλειου μαρια,2012-05-06,2012-05-19,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2012-06-17,2014-12-31,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2015-01-25,2015-08-28,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2015-09-20,2019-06-11,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2023-05-21,2023-05-29,νεα δημοκρατια,καστοριας
μεταξας δημητριου κωνσταντινος βασιλειος,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,μαγνησιας
μεχμετ μουσταφα αχμετ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ροδοπης
μηταφιδης ανδρεα τριανταφυλλος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
μηταφιδης ανδρεα τριανταφυλλος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
αντωνιου δημητριου χρηστος,1989-11-05,1990-03-12,νεα δημοκρατια,μαγνησιας
αντωνιου δημητριου χρηστος,1990-04-08,1993-09-11,νεα δημοκρατια,μαγνησιας
αντωνιου δημητριου χρηστος,1993-10-10,1996-08-24,νεα δημοκρατια,μαγνησιας
μητροπουλος παναγιωτη αλεξιος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,αττικης
μητροπουλος παναγιωτη αλεξιος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αττικης
μητροπουλος παναγιωτη αλεξιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αττικης
μητσοτακης κυριακου κωνσταντινος,1989-01-01,1989-06-02,νεα δημοκρατια,α' θεσσαλονικης
μητσοτακης κυριακου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,α' θεσσαλονικης
μητσοτακης κυριακου κωνσταντινος,1989-11-05,1990-03-12,νεα δημοκρατια,α' θεσσαλονικης
μητσοτακης κυριακου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κυριακου κωνσταντινος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων
μητσοτακης κυριακου κωνσταντινος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων
μητσοτακης κυριακου κωνσταντινος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2015-09-20,2019-06-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2019-07-07,2023-04-22,νεα δημοκρατια,β2' δυτικου τομεα αθηνων
μητσοτακης κωνσταντινου κυριακος,2023-05-21,2023-05-29,νεα δημοκρατια,α' θεσσαλονικης
μιμμης γεωργιου αριστοτελης,1989-11-05,1990-03-12,νεα δημοκρατια,αιτωλοακαρνανιας
μιμμης γεωργιου αριστοτελης,1990-04-08,1993-09-11,νεα δημοκρατια,αιτωλοακαρνανιας
μισαηλιδης σταματιου γεωργιος,1989-01-01,1989-06-02,νεα δημοκρατια,χιου
μισαηλιδης σταματιου γεωργιος,1989-06-18,1989-10-12,νεα δημοκρατια,χιου
μισαηλιδης σταματιου γεωργιος,1989-11-05,1990-03-12,νεα δημοκρατια,χιου
