date,event,member_name,member_role,gov_date_from,gov_date_to,gov_name
1993-10-13,διορισμος,νικολαου κουρη,υφυπουργου εθνικης αμυνας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,γεωργιου παπανδρεου,υφυπουργου εξωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,γεωργιου δασκαλακη,υφυπουργου εσωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,γεωργιου ρωμαιου,υφυπουργου εθνικης οικονομιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,δημητριου γεωργακοπουλου,υφυπουργου οικονομικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,αλεξανδρου παπαδοπουλου,υφυπουργου οικονομικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,φλωρου κωνσταντινου,υφυπουργου γεωγιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,αντωνιου κοτσακα,υφυπουγου εργασιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,εμμανουηλ σκουλακη,"υφυπουργου υγειας, προνοιας και κοινωνικων ασφαλισεων",1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,φοιβου ιωαννιδη,"υφυπουργου υγειας, προνοιας και κοινωνικων ασφαλισεων",1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,ιωαννου ανθοπουλου,υφυπουργου εθνικης παιδειας και θρησκευματων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,ελενης στεφανου,υφυπουργου εθνικης παιδειας και θρησκευματων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,γεωργιου λιανη,υφυπουργου πολιτισμου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,κωνσταντινου γειτονα,υφυπουργου δημοσιας ταξης,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,ελισαβετ παπαζωη,"υφυπουργου περιβαλλοντος, χωροταξιας και δημοσιων εργων",1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,χρηστου παχτα,"υφυπουργου βιομηχανιας, ενεργειας και τεχνολογιας",1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,αλεξανδρου μπαλτα,υφυπουργου εμποριου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-10-13,διορισμος,αθανασιου τσουρα,υφυπουργου μεταφορων και επικοινωνιων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-11-22,διορισμος,διονυσιου λιβανου,υπουργου τουρισμου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-11-22,διορισμος,μαριας αρσενη,υφυπουργου προεδριας της κυβερνησης,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1993-11-22,διορισμος,εμμανουηλ μπεντενιωτη,υφυπουργου εθνικης αμυνας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-02-25,παραιτηση,γεωργιου γεννηματα,υπουργου οικονομικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-02-25,παραιτηση,αλεξανδρου παπαδοπουλου,υφυπουργου οικονομικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-02-25,διορισμος,αλεξανδρου παπαδοπουλου,υπουργου οικονομικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-02-25,διορισμος,νικολαου κυριαζιδη,υφυπουργου οικονομικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-03-06,απεβιωσε,αμαλια-μαρια (μελινα) μερκουρη,υπουργος πολιτισμου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-03-16,παραιτηση,αθανασιου μικρουτσικου,αναπληρωτη υπουργου πολιτισμου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-03-16,διορισμος,αθανασιου μικρουτσικου,υπουργου πολιτισμου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-04-25,απεβιωσε,γεωργιος γεννηματας,υπουργος εθνικης οικονομιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-05-06,παραιτηση,γιαννου παπαντωνιου,αναπληρωτη υπουργου εθνικης οικονομιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-05-06,παραιτηση,γεωργιου ρωμαιου,υφυπουργου εθνικης οικονομιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-05-06,διορισμος,γιαννου παπαντωνιου,υπουργου εθνικης οικονομιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-05-06,διορισμος,γεωργιου ρωμαιου,αναπληρωτη υπουργου εθνικης οικονομιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,αποστολ.-αθανας. τσοχατζοπουλου,υπουργου εσωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,ευαγγελου γιαννοπουλου,υπουργου εργασιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,δημητριου φατουρου,υπουργου εθνικης παιδειας και θρησκευματων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,κωνσταντινου σκανδαλιδη,υπουργου αιγαιου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,ιωαννου χαραλαμπους,υπουργου μεταφορων και επικοινωνιων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,θεοδωρου παγκαλου,αναπληρωτη υπουργου εξωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,ιωαννη σουλαδακη,"αναπληρωτη υπουργου περιβαλλοντος, χωροταξιας και δημοσιων εργων",1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,ευαγγελου βενιζελου,υφυπουργου προεδριας της κυβερνησης,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,τηλεμαχου χυτηρη,υφυπουργου προεδριας της κυβερνησης,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,γεωργιου παπανδρεου,υφυπουργου εξωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,γεωργιου δασκαλακη,υφυπουργου εσωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,αντωνιου κοτσακα,υφυπουργου εργασιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,ιωαννη ανθοπουλου,υφυπουργου εθνικης παιδειας και θρησκευματων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,κωνσταντινου γειτονα,υφυπουργου δημοσιας ταξης,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,χρηστου παχτα,"υφυπουργου βιομηχανιας, ενεργειας και τεχνολογιας",1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,παραιτηση,αλεξανδρου μπαλτα,υφυπουργου εμποριου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,κωνσταντινου σκανδαλιδη,υπουργου εσωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,ιωαννη σκουλαρικη,υπουργου εργασιας,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,γεωργιου παπανδρεου,υπουργου εθνικης παιδειας και θρησκευματων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,αντωνιου κοτσακα,υπουργου αιγαιου,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,θεοδωρου παγκαλου,υπουργου μεταφορων και επικοινωνιων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,ευαγγελου βενιζελου,υπουργου τυπου και μεσων μαζικης ενημερωσης,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,γεωργιου δασκαλακη,αναπληρωτη υπουργου εσωτερικων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,φιλιππου πετσαλνικου,αναπληρωτη υπουργου εθνικης παιδειας και θρησκευματων,1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,κωνσταντινου γειτονα,"αναπληρωτη υπουργου περιβαλλοντος, χωροταξιας και δημοσιων εργων",1993-10-13,1996-01-22,παπανδρεου ανδρεα
1994-07-08,διορισμος,χρηστου ροκοφυλλου,"αναπληρωτη υπουργου βιομηχανιας, ενεργειας και τεχνολογιας",1993-10-13,1996-01-22,παπανδρεου ανδρεα
