No:1,Name: Βουλευτής,NO DATA
No:2,Name:Αβδελάς Κωνσταντίνου Απόστολος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΕΛΛΗΝΙΚΗΛΥΣΗ-ΚΥΡΙΑΚΟΣΒΕΛΟΠΟΥΛΟΣ,Description:Εκλογής 
No:720,Name:Κτιστάκης Ιωάννη Νικόλαος,Period:Β'(20/11/1977-19/09/1981),Date:24/11/1980,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Aντικατέστησε:ΚονίτσαςΘεμιστοκλήςΙωάννη(Λόγω:Απεβίωσε)
No:721,Name:Κτιστάκης Νικολάου Ελευθέριος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:721,Name:Κτιστάκης Νικολάου Ελευθέριος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:722,Name:Κυρανάκης Ιωάννη - Παναγιώτη Κωνσταντίνος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Β3΄ΝΟΤΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:722,Name:Κυρανάκης Ιωάννη - Παναγιώτη Κωνσταντίνος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:Β3΄ΝΟΤΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:722,Name:Κυρανάκης Ιωάννη - Παναγιώτη Κωνσταντίνος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:Β3΄ΝΟΤΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:723,Name:Κυριαζίδης Τριαντάφυλλου Δημήτριος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:723,Name:Κυριαζίδης Τριαντάφυλλου Δημήτριος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:723,Name:Κυριαζίδης Τριαντάφυλλου Δημήτριος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:723,Name:Κυριαζίδης Τριαντάφυλλου Δημήτριος,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:723,Name:Κυριαζίδης Τριαντάφυλλου Δημήτριος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:723,Name:Κυριαζίδης Τριαντάφυλλου Δημήτριος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:724,Name:Κυριακάκης Κωνσταντίνου Βασίλειος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:724,Name:Κυριακάκης Κωνσταντίνου Βασίλειος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:724,Name:Κυριακάκης Κωνσταντίνου Βασίλειος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:724,Name:Κυριακάκης Κωνσταντίνου Βασίλειος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:21/08/2015,Administrative-Region:ΦΘΙΩΤΙΔΑΣ,Parliamentary-Party:ΛΑΪΚΗΕΝΟΤΗΤΑ,Description:Προσχώρησης/ΕπανένταξηςσεΚ.Ο
No:725,Name:Κυριάκης Γεωργίου Σπυρίδων,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΠΡΕΒΕΖΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:725,Name:Κυριάκης Γεωργίου Σπυρίδων,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΠΡΕΒΕΖΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:726,Name:Κυριακόπουλος Άγγελου Γεώργιος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ-ΠΡΟΟΔΕΥΤΙΚΗΣΥΜΜΑΧΙΑ,Description:Εκλογής
No:727,Name:Κυριακοπούλου Ηλία Μαρία,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:10/01/2011,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Aντικατέστησε:ΚατσιφάραςΑπόστολοςΙωάννη(Λόγω:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No:727,Name:Κυριακοπούλου Ηλία Μαρία,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:12/02/2012,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΑΝΕΞΑΡΤΗΤΟΙ,Description:ΕτέθηεκτόςΚοινοβουλευτικήςΟμάδας
No:728,Name:Κυρίτση  Λαζάρου Αγλαϊα ,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:728,Name:Κυρίτση  Λαζάρου Αγλαϊα ,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:21/08/2015,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΛΑΪΚΗΕΝΟΤΗΤΑ,Description:Προσχώρησης/ΕπανένταξηςσεΚ.Ο
No:729,Name:Κυρίτσης Δημητρίου Γεώργιος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΤΡΙΚΑΛΩΝ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ,Description:Εκλογής
No:729,Name:Κυρίτσης Δημητρίου Γεώργιος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΤΡΙΚΑΛΩΝ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ,Description:Εκλογής
No:730,Name:Κυρίτσης Μιλτιάδη Γεώργιος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:15/07/2015,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Aντικατέστησε:ΧουντήςΝικόλαοςΒασιλείου(Λόγω:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No:730,Name:Κυρίτσης Μιλτιάδη Γεώργιος,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:25/05/2016,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Aντικατέστησε:ΚατριβάνουΒασιλικήΗλία(Λόγω:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No:731,Name:Κύρκος Μιχαήλ Λεωνίδας,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΥΠΟΛΟΙΠΟΝΠΡΩΗΝΔΗΜΟΥΑΘΗΝΑΙΩΝ,Parliamentary-Party:Κ.Κ.Εσ,Description:Εκλογής
No:731,Name:Κύρκος Μιχαήλ Λεωνίδας,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΜ/ΧΙΑΠΡ,Description:Εκλογής
No:731,Name:Κύρκος Μιχαήλ Λεωνίδας,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:Κ.Κ.Εσ,Description:Εκλογής
No:731,Name:Κύρκος Μιχαήλ Λεωνίδας,Period:Δ'(02/06/1985-02/06/1989),Date:07/05/1987,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:Κ.Κ.Εσ,Description:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης:ΜπριλλάκηςΑντώνιοςΓεωργίου)
No:731,Name:Κύρκος Μιχαήλ Λεωνίδας,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣ,Description:Εκλογής
No:731,Name:Κύρκος Μιχαήλ Λεωνίδας,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣ,Description:Εκλογής
No:731,Name:Κύρκος Μιχαήλ Λεωνίδας,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣ,Description:Εκλογής
No:732,Name:Κωνιωτάκης Εμμανουήλ Κωνσταντίνος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΕΝΩΣΗΚΕΝΤΡΟΥ-ΝΕΕΣΔΥΝΑΜΕΙΣΕΚ/ΝΔ,Description:Εκλογής
No:732,Name:Κωνιωτάκης Εμμανουήλ Κωνσταντίνος,Period:Α'(17/11/1974-22/10/1977),Date:25/02/1976,Administrative-Region:ΗΡΑΚΛΕΙΟΥ,Parliamentary-Party:ΕΔΗΚ,Description:ΜετονομασίακόμματοςΕΚ/ΝΔσεΕΔΗΚ
No:733,Name:Κωνσταντάρας Λάμπρου Δημήτριος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:734,Name:Κωνσταντινέας Νικολάου Πέτρος ,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΜΕΣΣΗΝΙΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:734,Name:Κωνσταντινέας Νικολάου Πέτρος ,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΜΕΣΣΗΝΙΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:735,Name:Κωνσταντινίδης Γεωργίου Αθανάσιος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:736,Name:Κωνσταντινίδης Γεωργίου Ευστάθιος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΦΛΩΡΙΝΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:736,Name:Κωνσταντινίδης Γεωργίου Ευστάθιος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΦΛΩΡΙΝΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:736,Name:Κωνσταντινίδης Γεωργίου Ευστάθιος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΦΛΩΡΙΝΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:736,Name:Κωνσταντινίδης Γεωργίου Ευστάθιος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΦΛΩΡΙΝΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:737,Name:Κωνσταντινίδης Κωνσταντίνου Ευστάθιος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:737,Name:Κωνσταντινίδης Κωνσταντίνου Ευστάθιος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:737,Name:Κωνσταντινίδης Κωνσταντίνου Ευστάθιος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:738,Name:Κωνσταντινίδης Νικολάου Θεοδόσιος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:738,Name:Κωνσταντινίδης Νικολάου Θεοδόσιος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΣΥΜΠΑΡΑΤΑΞΗ(ΠΑΝΕΛΛΗΝΙΟΣΟΣΙΑΛΙΣΤΙΚΟΚΙΝΗΜΑ-ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ),Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΠΑΣΟΚ-ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:739,Name:Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΠΑΣΟΚ-ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:740,Name:Κωνσταντίνου Φωτίου Φλώρος,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:740,Name:Κωνσταντίνου Φωτίου Φλώρος,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:740,Name:Κωνσταντίνου Φωτίου Φλώρος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:740,Name:Κωνσταντίνου Φωτίου Φλώρος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:740,Name:Κωνσταντίνου Φωτίου Φλώρος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:740,Name:Κωνσταντίνου Φωτίου Φλώρος,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:740,Name:Κωνσταντίνου Φωτίου Φλώρος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΔΡΑΜΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:741,Name:Κωνσταντόπουλος Ανδρέα Νικόλαος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣ,Description:Εκλογής
No:741,Name:Κωνσταντόπουλος Ανδρέα Νικόλαος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣ,Description:Εκλογής
No:741,Name:Κωνσταντόπουλος Ανδρέα Νικόλαος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣ,Description:Εκλογής
No:741,Name:Κωνσταντόπουλος Ανδρέα Νικόλαος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:742,Name:Κωνσταντόπουλος Θεοδώρου Ιωάννης,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΗΛΕΙΑΣ,Parliamentary-Party:ΑΝΕΞΑΡΤΗΤΟΙΕΛΛΗΝΕΣ-ΠΑΝΟΣΚΑΜΜΕΝΟΣ,Description:Εκλογής
No:743,Name:Κωνσταντόπουλος Λεωνίδα Γεώργιος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:743,Name:Κωνσταντόπουλος Λεωνίδα Γεώργιος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:743,Name:Κωνσταντόπουλος Λεωνίδα Γεώργιος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:743,Name:Κωνσταντόπουλος Λεωνίδα Γεώργιος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:743,Name:Κωνσταντόπουλος Λεωνίδα Γεώργιος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:744,Name:Κωνσταντόπουλος Χρήστου Δημήτριος ,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:744,Name:Κωνσταντόπουλος Χρήστου Δημήτριος ,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΣΥΜΠΑΡΑΤΑΞΗ(ΠΑΝΕΛΛΗΝΙΟΣΟΣΙΑΛΙΣΤΙΚΟΚΙΝΗΜΑ-ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ),Description:Εκλογής
No:744,Name:Κωνσταντόπουλος Χρήστου Δημήτριος ,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Parliamentary-Party:ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:745,Name:Κωνσταντοπούλου Νικολάου Ζωή,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:745,Name:Κωνσταντοπούλου Νικολάου Ζωή,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:745,Name:Κωνσταντοπούλου Νικολάου Ζωή,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:Α'ΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:745,Name:Κωνσταντοπούλου Νικολάου Ζωή,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΠΛΕΥΣΗΕΛΕΥΘΕΡΙΑΣ-ΖΩΗΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,Description:Εκλογής
No:746,Name:Κωστοπαναγιώτου  Κωνσταντίνου Ηλίας ,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΦΩΚΙΔΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:746,Name:Κωστοπαναγιώτου  Κωνσταντίνου Ηλίας ,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΦΩΚΙΔΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:747,Name:Κωστόπουλος Δημητρίου Απόστολος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:748,Name:Κωστόπουλος Νικολάου Δημήτριος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:ΑΡΚΑΔΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
