No:1,Name: Βουλευτής,NO DATA
No:2,Name:Αβδελάς Κωνσταντίνου Απόστολος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Α'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΕΛΛΗΝΙΚΗΛΥΣΗ-ΚΥΡΙΑΚΟΣΒΕΛΟΠΟΥΛΟΣ,Description:Εκλογής 
No:1407,Name:Τσακαλώτος Στέφανου Ευκλείδης ,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:1407,Name:Τσακαλώτος Στέφανου Ευκλείδης ,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ-ΠΡΟΟΔΕΥΤΙΚΗΣΥΜΜΑΧΙΑ,Description:Εκλογής
No:1407,Name:Τσακαλώτος Στέφανου Ευκλείδης ,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:Β1'ΒΟΡΕΙΟΥΤΟΜΕΑΑΘΗΝΩΝ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ-ΠΡΟΟΔΕΥΤΙΚΗΣΥΜΜΑΧΙΑ,Description:Εκλογής
No:1408,Name:Τσακιρίδης Χαράλαμπου Παύλος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1409,Name:Τσακλίδης Κωνσταντίνου Ιωάννης,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΥΠΟΛΟΙΠΟΝΠΡΩΗΝΔΗΜΟΥΑΘΗΝΑΙΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:Β'ΑΘΗΝΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1410,Name:Τσαλδάρης Κωνσταντίνου Αθανάσιος,Period:Θ΄(22/09/1996-14/03/2000),Date:04/10/1997,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Απεβίωσε(αντικαταστάτης:ΚωνσταντοπούλουΜαρίαΙωάννη)
No:1411,Name:Τσαλίδης Γεωργίου Φίλιππος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΞΑΝΘΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1412,Name:Τσανάκα  Δημητρίου Αλεξάνδρα,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ,Description:Εκλογής
No:1412,Name:Τσανάκα  Δημητρίου Αλεξάνδρα,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:21/08/2015,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΛΑΪΚΗΕΝΟΤΗΤΑ,Description:Προσχώρησης/ΕπανένταξηςσεΚ.Ο
No:1413,Name:Τσαντούλας Δημητρίου Χριστόφορος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΠΡΕΒΕΖΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1414,Name:Τσαντούλας Χριστοφόρου Δημήτριος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΠΡΕΒΕΖΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1415,Name:Τσαπανίδου Γεωργίου Παρθένα (Πόπη),Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΣΥΝΑΣΠΙΣΜΟΣΡΙΖΟΣΠΑΣΤΙΚΗΣΑΡΙΣΤΕΡΑΣ-ΠΡΟΟΔΕΥΤΙΚΗΣΥΜΜΑΧΙΑ,Description:Εκλογής
No:1416,Name:Τσάτσος Δημητρίου Κωνσταντίνος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1416,Name:Τσάτσος Δημητρίου Κωνσταντίνος,Period:Α'(17/11/1974-22/10/1977),Date:19/06/1975,Administrative-Region:ΕΠΙΚΡΑΤΕΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:ΠαραίτησηλόγωεκλογήςτουωςΠροέδρουτηςΔημοκρατίας(αντικαταστάτης:ΤούμπαςΙωάννηςΝικολάου)
No:1417,Name:Τσάτσος Θεμιστοκλέους Δημήτριος,Period:Α'(17/11/1974-22/10/1977),Date:17/11/1974,Administrative-Region:ΔΗΜΟΣΑΘΗΝΑΣ,Parliamentary-Party:ΕΝΩΣΗΚΕΝΤΡΟΥ-ΝΕΕΣΔΥΝΑΜΕΙΣΕΚ/ΝΔ,Description:Εκλογής
No:1417,Name:Τσάτσος Θεμιστοκλέους Δημήτριος,Period:Α'(17/11/1974-22/10/1977),Date:25/02/1976,Administrative-Region:ΔΗΜΟΣΑΘΗΝΑΣ,Parliamentary-Party:ΕΔΗΚ,Description:ΜετονομασίακόμματοςΕΚ/ΝΔσεΕΔΗΚ
No:1418,Name:Τσεκούρας Γρηγορίου Ιωάννης,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΠΡΕΒΕΖΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1419,Name:Τσερτικίδης Αναστασίου Παντελής,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1419,Name:Τσερτικίδης Αναστασίου Παντελής,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1419,Name:Τσερτικίδης Αναστασίου Παντελής,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΠΙΕΡΙΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1420,Name:Τσιαμάκης Κωνσταντίνου Δημοσθένης,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΕΥΡΥΤΑΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1420,Name:Τσιαμάκης Κωνσταντίνου Δημοσθένης,Period:Ι'(09/04/2000-11/02/2004),Date:20/09/2000,Administrative-Region:ΕΥΡΥΤΑΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης:ΤσίπραςΒασίληςΣταύρου)
No:1420,Name:Τσιαμάκης Κωνσταντίνου Δημοσθένης,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΕΥΡΥΤΑΝΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1421,Name:Τσιαούση Παναγιώτη Ελένη,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΕΒΡΟΥ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΓ΄(04/10/2009-11/04/2012),Date:04/10/2009,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΕ΄(17/06/2012-31/12/2014),Date:17/06/2012,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΣΤ΄(25/01/2015-28/08/2015),Date:25/01/2015,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΖ΄(20/09/2015-11/06/2019),Date:20/09/2015,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1422,Name:Τσιάρας Αλεξάνδρου Κωνσταντίνος,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1423,Name:Τσιαρτσιώνης Γεωργίου Νικόλαος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1423,Name:Τσιαρτσιώνης Γεωργίου Νικόλαος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1423,Name:Τσιαρτσιώνης Γεωργίου Νικόλαος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1423,Name:Τσιαρτσιώνης Γεωργίου Νικόλαος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1424,Name:Τσιγκρής Αντωνίου Άγγελος,Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΑΧΑΪΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1425,Name:Τσικαρδάνη Αλεξάνδρου Θεοδώρα,Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:ΚΟΖΑΝΗΣ,Parliamentary-Party:ΔΗΜΟΚΡΑΤΙΚΗΑΡΙΣΤΕΡΑ,Description:Εκλογής
No:1426,Name:Τσιλιγγίρης Γεωργίου Σπυρίδων (Σπύρος),Period:ΙΗ΄(17/07/2019-22/04/2023),Date:07/07/2019,Administrative-Region:ΞΑΝΘΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1426,Name:Τσιλιγγίρης Γεωργίου Σπυρίδων (Σπύρος),Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΞΑΝΘΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1426,Name:Τσιλιγγίρης Γεωργίου Σπυρίδων (Σπύρος),Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΞΑΝΘΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1427,Name:Τσιλίκας Χαραλάμπους Βασίλειος,Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1427,Name:Τσιλίκας Χαραλάμπους Βασίλειος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΚΑΡΔΙΤΣΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1428,Name:Τσίμαρης Παναγιώτη Ιωάννης,Period:ΙΘ΄(28/05/2023-29/05/2023),Date:21/05/2023,Administrative-Region:ΙΩΑΝΝΙΝΩΝ,Parliamentary-Party:ΠΑΣΟΚ-ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:1428,Name:Τσίμαρης Παναγιώτη Ιωάννης,Period:Κ΄(03/07/2023-13/11/2023),Date:25/06/2023,Administrative-Region:ΙΩΑΝΝΙΝΩΝ,Parliamentary-Party:ΠΑΣΟΚ-ΚΙΝΗΜΑΑΛΛΑΓΗΣ,Description:Εκλογής
No:1429,Name:Τσίμας Δημητρίου Κωνσταντίνος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1429,Name:Τσίμας Δημητρίου Κωνσταντίνος,Period:Ι'(09/04/2000-11/02/2004),Date:12/07/2001,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:ΈκπτωσηςΒουλευτικούΑξιώματος(αντικαταστάτης:ΣτρατηλάτηςΝικόλαοςΚωνσταντίνου)
No:1429,Name:Τσίμας Δημητρίου Κωνσταντίνος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1429,Name:Τσίμας Δημητρίου Κωνσταντίνος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:29/11/2005,Administrative-Region:ΚΑΒΑΛΑΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Απεβίωσε(αντικαταστάτης:ΕμινίδηςΣάββαςΚωνσταντίνου)
No:1430,Name:Τσιόγκας Βασιλείου Δημήτριος,Period:Ι'(09/04/2000-11/02/2004),Date:01/02/2001,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Aντικατέστησε:ΠατάκηςΙωάννηςΔημητρίου(Λόγω:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα)
No:1430,Name:Τσιόγκας Βασιλείου Δημήτριος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:1430,Name:Τσιόγκας Βασιλείου Δημήτριος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:Εκλογής
No:1430,Name:Τσιόγκας Βασιλείου Δημήτριος,Period:ΙΒ'(16/09/2007-07/09/2009),Date:23/05/2008,Administrative-Region:ΛΑΡΙΣΑΣ,Parliamentary-Party:ΚΟΜΜΟΥΝΙΣΤΙΚΟΚΟΜΜΑΕΛΛΑΔΑΣ,Description:ΠαραίτησηςαπότοΒουλευτικόΑξίωμα(αντικαταστάτης:ΣκυλλάκοςΑντώνιοςΗλία)
No:1431,Name:Τσιόκας Δημητρίου Θεοχάρης (Χάρης),Period:Θ΄(22/09/1996-14/03/2000),Date:22/09/1996,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1431,Name:Τσιόκας Δημητρίου Θεοχάρης (Χάρης),Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1431,Name:Τσιόκας Δημητρίου Θεοχάρης (Χάρης),Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Aντικατέστησε:ΖαχαράκηςΚωνσταντίνοςΘεοδώρου(Λόγω:ΈκπτωσηςΒουλευτικούΑξιώματος)
No:1431,Name:Τσιόκας Δημητρίου Θεοχάρης (Χάρης),Period:ΙΒ'(16/09/2007-07/09/2009),Date:16/09/2007,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1431,Name:Τσιόκας Δημητρίου Θεοχάρης (Χάρης),Period:ΙΔ΄(06/05/2012-19/05/2012),Date:06/05/2012,Administrative-Region:Β'ΘΕΣΣΑΛΟΝΙΚΗΣ,Parliamentary-Party:ΠΑ.ΣΟ.Κ.,Description:Εκλογής
No:1432,Name:Τσιουπλάκης Ελευθερίου Κωνσταντίνος,Period:Α'(17/11/1974-22/10/1977),Date:14/11/1974,Administrative-Region:ΧΑΛΚΙΔΙΚΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1432,Name:Τσιουπλάκης Ελευθερίου Κωνσταντίνος,Period:Β'(20/11/1977-19/09/1981),Date:20/11/1977,Administrative-Region:ΧΑΛΚΙΔΙΚΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1432,Name:Τσιουπλάκης Ελευθερίου Κωνσταντίνος,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:ΧΑΛΚΙΔΙΚΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1432,Name:Τσιουπλάκης Ελευθερίου Κωνσταντίνος,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:ΧΑΛΚΙΔΙΚΗΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1433,Name:Τσιπλάκης Αθανασίου Κωνσταντίνος,Period:Ι'(09/04/2000-11/02/2004),Date:09/04/2000,Administrative-Region:ΣΕΡΡΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1433,Name:Τσιπλάκης Αθανασίου Κωνσταντίνος,Period:ΙΑ'(07/03/2004-18/08/2007),Date:07/03/2004,Administrative-Region:ΣΕΡΡΩΝ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1434,Name:Τσιπλάκος Ιωάννη Αριστείδης,Period:Γ'(18/10/1981-07/05/1985),Date:18/10/1981,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1434,Name:Τσιπλάκος Ιωάννη Αριστείδης,Period:Δ'(02/06/1985-02/06/1989),Date:02/06/1985,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1434,Name:Τσιπλάκος Ιωάννη Αριστείδης,Period:Ε'(18/06/1989-12/10/1989),Date:18/06/1989,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1434,Name:Τσιπλάκος Ιωάννη Αριστείδης,Period:ΣΤ'(05/11/1989-12/03/1990),Date:05/11/1989,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1434,Name:Τσιπλάκος Ιωάννη Αριστείδης,Period:Ζ'(08/04/1990-11/09/1993),Date:08/04/1990,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
No:1434,Name:Τσιπλάκος Ιωάννη Αριστείδης,Period:Η'(10/10/1993-24/08/1996),Date:10/10/1993,Administrative-Region:ΒΟΙΩΤΙΑΣ,Parliamentary-Party:ΝΕΑΔΗΜΟΚΡΑΤΙΑ,Description:Εκλογής
